x,y,cat
802784,313853,1
807293,347456,1
817119,336333,1
786635,269352,1
824624,381716,1
797415,319840,1
800772,325023,1
806626,318966,1
800845,311838,1
769386,259892,1
797272,324228,1
807409,325526,1
795836,291870,1
798321,319665,1
805372,313397,1
790738,308028,1
800667,315995,1
795205,316433,1
809054,345541,1
808452,320117,1
779897,279572,1
782642,275308,1
797569,321799,1
801751,318110,1
787644,297715,1
807401,314610,1
800677,310656,1
800394,301473,1
795571,310093,1
814158,335578,1
811913,325091,1
806982,316680,1
775604,274485,1
800133,327081,1
806511,313841,1
803796,314893,1
802012,318315,1
826789,377676,1
814108,344096,1
804354,309671,1
807017,330432,1
803774,334756,1
817410,346944,1
841928,398948,1
816145,349032,1
818622,370753,1
786245,292352,1
784164,285702,1
805390,319676,1
790774,303642,1
803277,319525,1
833182,379714,1
773023,251826,1
801609,320399,1
778965,282290,1
814317,333112,1
805080,323708,1
801080,318049,1
799724,318884,1
798059,316113,1
806176,320301,1
769876,257669,1
825716,373098,1
791983,298565,1
801386,313545,1
804871,317801,1
810903,332925,1
838276,395673,1
810543,341180,1
777978,252419,1
820258,351165,1
801997,319385,1
779437,281959,1
810253,323873,1
794826,309589,1
814280,344223,1
832651,373469,1
794142,306704,1
802041,319504,1
804190,320706,1
798983,325682,1
840462,402858,1
799912,323363,1
804119,328544,1
804358,320802,1
803057,331037,1
803031,325811,1
784151,283760,1
800444,311497,1
802004,317772,1
803470,319069,1
811277,335577,1
803332,315488,1
800037,317963,1
813436,360446,1
800694,316789,1
838129,404012,1
764997,249477,1
800316,311699,1
806848,320541,1
805462,317833,1
798308,312788,1
802655,316263,1
801456,320080,1
801309,318213,1
840886,397888,1
829529,375007,1
830805,370801,1
804979,334141,1
804013,316083,1
808489,317021,1
770113,241615,1
804332,319006,1
833661,389733,1
797834,297329,1
794956,309980,1
801232,307078,1
809552,342258,1
794615,305632,1
809259,345634,1
811502,355939,1
801301,316893,1
803370,318247,1
804702,315881,1
797009,293194,1
813791,334609,1
812965,330224,1
826048,374236,1
800959,322309,1
803405,317316,1
802254,320673,1
783116,265635,1
798633,317300,1
801482,327644,1
798612,326404,1
799001,302014,1
802537,312497,1
799794,315080,1
793892,313943,1
804691,332987,1
793855,298525,1
796952,318633,1
800655,320227,1
801780,318992,1
805977,320805,1
796916,323332,1
820904,351763,1
808405,318841,1
765283,249459,1
824212,363776,1
798981,311092,1
797178,310439,1
800582,316980,1
803839,310353,1
796283,315582,1
801145,317601,1
801662,318423,1
801782,318281,1
803377,319212,1
803932,318781,1
806192,337849,1
789583,287700,1
801586,318947,1
804251,331304,1
799667,316830,1
759789,229116,1
799021,326404,1
793684,312065,1
806320,315242,1
786234,267976,1
821151,366545,1
801903,312794,1
782506,279930,1
803627,319323,1
794991,291216,1
794667,315069,1
799291,317500,1
798243,324160,1
804408,337683,1
818119,348676,1
810502,336169,1
793560,285392,1
801326,315779,1
808644,326320,1
813645,328765,1
800966,317165,1
797111,302781,1
802431,322048,1
811061,333595,1
786719,283364,1
773955,239849,1
803701,321815,1
783110,289805,1
800235,316652,1
807421,317527,1
797947,319734,1
805035,317469,1
801166,322298,1
801493,322249,1
806087,326636,1
810657,329468,1
801313,300606,1
800390,309948,1
801634,318965,1
799197,314215,1
795254,296488,1
807696,320548,1
800461,326821,1
801174,320442,1
809781,326904,1
826585,366934,1
804429,312164,1
788005,292268,1
801183,316191,1
695514,321521,1
700340,335010,1
738190,371970,1
721905,378957,1
378274,816341,2
406233,813072,2
401478,785370,2
448651,847994,2
434440,822866,2
369199,734895,2
413241,771595,2
369418,733394,2
378563,789670,2
424190,780052,2
415993,776671,2
421352,799127,2
432656,783776,2
383032,788008,2
414377,771258,2
425260,773661,2
469139,810971,2
442979,803024,2
347079,803582,2
412797,803180,2
352874,807952,2
442286,755194,2
416433,786159,2
419700,793447,2
422961,821595,2
400008,789447,2
429586,775621,2
457561,788245,2
415417,785827,2
389552,750700,2
415598,786499,2
443447,783977,2
404792,749210,2
389392,730768,2
473485,847098,2
491614,778997,2
437483,785130,2
452570,848127,2
417197,778243,2
405986,787439,2
437568,794323,2
420319,794333,2
418963,746595,2
469422,822619,2
397688,762902,2
418149,790096,2
407289,798870,2
360319,778673,2
473799,795167,2
445199,763833,2
446537,828924,2
410019,732704,2
396540,815936,2
407694,718592,2
417091,792545,2
442260,754050,2
411526,784658,2
407814,765816,2
394022,803914,2
481133,781413,2
396118,794614,2
458538,786673,2
419721,789724,2
424476,781552,2
377720,727349,2
448336,789445,2
412227,787450,2
408745,824896,2
417016,774869,2
395274,786698,2
412541,806622,2
412109,735920,2
407023,787385,2
376660,815936,2
396548,784388,2
508535,830710,2
414014,816460,2
440782,782395,2
436951,814456,2
393758,750953,2
418410,795929,2
425991,787029,2
414562,787355,2
408712,803987,2
377858,811790,2
417169,792321,2
460371,780609,2
388873,746909,2
395641,808571,2
386436,791388,2
440667,768761,2
438437,730300,2
370839,727884,2
422917,781112,2
391555,789079,2
402666,814060,2
474368,812039,2
406176,760860,2
463768,793154,2
446307,796523,2
402309,786873,2
413946,786971,2
425053,790566,2
416926,785113,2
424023,737453,2
417447,782955,2
415672,787824,2
416019,787562,2
417515,787648,2
459230,803720,2
447833,819282,2
418199,851439,2
417393,771537,2
441415,780207,2
399634,751940,2
373360,784232,2
419227,779215,2
434717,808225,2
397669,792218,2
412028,773494,2
407504,803363,2
365147,790525,2
459328,805961,2
429472,860855,2
480128,785580,2
344915,702496,2
410969,770451,2
407460,791404,2
420476,750495,2
397747,792207,2
408428,771823,2
397806,749559,2
426040,825049,2
407565,766203,2
414317,828815,2
410610,765111,2
412388,784064,2
406337,750353,2
422419,754048,2
416039,730594,2
414512,793966,2
398478,822297,2
424375,721868,2
403890,792420,2
400902,772920,2
402367,782997,2
472917,830363,2
418621,840463,2
329002,727685,2
418618,811618,2
425356,745471,2
470922,770669,2
400598,790903,2
412851,774986,2
492415,829655,2
400079,749617,2
417673,785965,2
424720,768456,2
386415,801444,2
426689,788562,2
430747,776261,2
405714,781619,2
429220,787348,2
427850,762201,2
434080,785264,2
473514,788780,2
412386,777312,2
430686,844506,2
409142,811927,2
422198,724557,2
392185,713763,2
412677,786951,2
399149,784376,2
382693,749680,2
527515,831478,2
448519,805219,2
430779,770145,2
413556,758080,2
392140,769924,2
416855,794023,2
389713,772742,2
398498,776720,2
473727,807244,2
389410,788256,2
377230,790154,2
415564,784464,2
456799,844976,2
444336,820061,2
404359,783919,2
453154,776082,2
425019,759577,2
415895,775793,2
420083,787815,2
506612,858859,2
436648,859634,2
403522,785432,2
401407,759648,2
403852,792473,2
367398,701756,2
412453,784453,2
382124,786262,2
416884,786845,2
448865,836781,2
383821,808301,2
414249,796590,2
457338,789952,2
396276,785999,2
390282,789593,2
409417,758123,2
397561,815245,2
397137,742547,2
402891,801910,2
385257,791581,2
409628,833942,2
369249,797068,2
460942,779073,2
423146,737571,2
420509,788730,2
422736,790806,2
401492,790336,2
394018,799506,2
385140,796221,2
430243,781020,2
416775,806826,2
425796,795608,2
411488,837715,2
433989,765343,2
415806,783594,2
417023,771194,2
415270,775605,2
391163,811977,2
405350,762342,2
414860,773921,2
371779,814715,2
415631,805010,2
387951,813315,2
472691,802678,2
471930,844046,2
432892,815223,2
366654,802105,2
411721,717873,2
426115,814461,2
375997,806621,2
385561,718324,2
375573,809249,2
437958,784801,2
363857,784086,2
430138,818594,2
435085,791564,2
414036,742189,2
425611,793420,2
439793,740773,2
467107,817914,2
387631,749416,2
430001,765803,2
384225,784381,2
417146,822655,2
427371,819417,2
399587,792459,2
474648,778810,2
345692,788190,2
409515,756149,2
469782,780552,2
468229,827985,2
414951,852935,2
409701,750741,2
442826,795974,2
459556,818479,2
423311,813081,2
476144,772131,2
391976,789416,2
448649,813885,2
496658,816784,2
410336,767856,2
430167,811490,2
357467,797530,2
404220,785798,2
446368,763341,2
439514,758221,2
424145,743433,2
470062,771204,2
421187,779726,2
396617,801039,2
394708,739061,2
394912,755947,2
425950,788228,2
408283,806161,2
419520,778231,2
441950,785934,2
409814,836083,2
395817,788858,2
422776,808328,2
363959,810632,2
422943,804253,2
407626,771304,2
347933,797148,2
457554,795861,2
394274,837428,2
445674,768552,2
416359,786189,2
419485,804779,2
376176,795539,2
349378,805118,2
456566,743012,2
484407,809641,2
403329,717870,2
392795,817694,2
372621,772258,2
461751,817277,2
489182,773934,2
427388,815258,2
418155,819422,2
437035,755506,2
416444,783624,2
777811,751059,3
823974,725025,3
749723,781756,3
875160,698897,3
828194,742074,3
800913,749332,3
831165,783383,3
793019,764859,3
810467,706465,3
803540,754792,3
844662,654835,3
803962,731228,3
823065,733789,3
822156,732296,3
811389,723618,3
779936,774397,3
854769,713941,3
803457,735855,3
790712,745884,3
815652,733433,3
841289,701474,3
832054,751330,3
786032,701427,3
824835,704997,3
832886,781206,3
818063,797960,3
857620,709386,3
828589,652430,3
836727,737798,3
776000,780347,3
824098,714042,3
830583,710990,3
862189,735684,3
815131,704478,3
828478,655405,3
784838,771499,3
880362,706363,3
767482,727417,3
825070,734215,3
813781,738344,3
840863,737972,3
840943,739611,3
828276,762021,3
822883,728314,3
854886,769396,3
829623,732301,3
835428,731189,3
818338,800932,3
823417,701523,3
812152,689907,3
829969,699565,3
861563,661642,3
816955,747629,3
774526,757135,3
803577,712231,3
798056,714380,3
881789,727577,3
858867,700187,3
834996,728517,3
839121,736259,3
841045,738224,3
840100,728839,3
874544,686096,3
862334,747768,3
820253,714625,3
817862,732248,3
844729,682981,3
846484,719360,3
793669,724513,3
821906,732848,3
826465,646980,3
820350,748217,3
814540,707227,3
838223,766380,3
869471,745767,3
816054,733183,3
801177,737548,3
848783,748980,3
814105,723255,3
838036,749612,3
840270,725456,3
789601,714058,3
827169,708345,3
789448,738035,3
835030,668528,3
848151,741869,3
816091,747764,3
801511,761094,3
822670,689090,3
873672,734440,3
808153,737136,3
755829,751858,3
814697,729209,3
832758,707452,3
848264,762550,3
799903,784535,3
802674,727804,3
828147,808738,3
820707,705318,3
824594,741664,3
804474,747122,3
823108,733302,3
839514,728923,3
827711,732798,3
851644,721350,3
816390,711340,3
798007,723995,3
790612,738038,3
821909,728448,3
865754,723314,3
877711,703850,3
792990,685472,3
809917,762429,3
789388,712210,3
879221,655497,3
876935,684572,3
819439,735945,3
807929,730950,3
850451,764015,3
811748,766105,3
824765,761114,3
848586,789052,3
812231,739235,3
873532,712802,3
842590,716861,3
832798,734777,3
817640,730018,3
824322,744720,3
777697,798253,3
868493,677155,3
805658,698630,3
840349,790707,3
796953,726378,3
832589,782799,3
817441,709397,3
856029,730586,3
805089,762512,3
854628,773470,3
846090,651306,3
796943,674692,3
827192,785316,3
818209,719382,3
795200,786424,3
817777,724927,3
846512,683647,3
825080,746712,3
824674,806300,3
822616,735941,3
805391,732659,3
823250,732088,3
850376,739749,3
821337,733356,3
796786,724615,3
862425,741010,3
825690,703854,3
800872,672603,3
825395,715780,3
843911,730036,3
820238,732928,3
848570,703697,3
825515,738284,3
820367,732364,3
822025,749214,3
837718,761480,3
871723,685520,3
850904,720163,3
816775,739989,3
822103,732911,3
815455,755486,3
835648,756631,3
868626,737331,3
825997,730652,3
817252,730254,3
877906,722361,3
808440,729985,3
791470,751113,3
841654,764836,3
825429,732758,3
804706,788001,3
820194,734233,3
869991,705259,3
809779,663654,3
822078,711840,3
866139,717138,3
829379,718721,3
837582,763266,3
783999,732487,3
800231,732106,3
862569,719773,3
838764,652792,3
849343,713993,3
828297,715480,3
821259,750089,3
874643,729921,3
819058,729125,3
817018,729596,3
797804,715342,3
838515,768484,3
829398,724900,3
754841,796342,3
878690,739021,3
821908,732077,3
786495,759000,3
823987,687499,3
787988,741203,3
839339,726322,3
822425,727248,3
854412,725575,3
788351,737539,3
838587,700545,3
840425,762290,3
817395,734126,3
807913,737341,3
872285,750708,3
788166,702817,3
836225,709204,3
822293,786837,3
888892,702505,3
822623,745025,3
795124,696429,3
832238,725434,3
815593,689874,3
843572,784897,3
833716,758772,3
822474,780882,3
801102,759330,3
841752,731595,3
808779,732990,3
822533,758955,3
817807,715863,3
837977,728814,3
801204,755177,3
819628,810748,3
814732,734183,3
832086,716249,3
876503,659112,3
823856,749355,3
819737,737829,3
818756,743887,3
811971,664520,3
801526,705057,3
827031,734324,3
843891,721571,3
810460,735109,3
782368,759352,3
801172,715857,3
866928,716961,3
829673,730398,3
850888,736810,3
786935,732999,3
769656,721159,3
804925,735492,3
870054,738900,3
818932,728481,3
853692,746285,3
807072,687932,3
750459,800215,3
823959,737866,3
835804,710711,3
790206,747165,3
813092,739043,3
801810,728106,3
825404,733788,3
820947,730529,3
827081,694553,3
822664,720677,3
768565,762193,3
823113,733720,3
821079,800206,3
828531,731300,3
820757,738235,3
781260,737962,3
819438,662327,3
833504,744564,3
789552,731946,3
822843,763117,3
775555,719683,3
865084,713697,3
820455,729132,3
849547,738979,3
762269,792243,3
821464,700760,3
824013,753991,3
803369,698753,3
823589,728083,3
796353,710294,3
820083,728310,3
829133,735488,3
823455,747394,3
818542,740451,3
809623,734937,3
841762,777572,3
802184,751958,3
803874,675499,3
830065,739162,3
824140,729074,3
852730,769968,3
866760,753547,3
811031,703822,3
825414,734466,3
816615,770855,3
786227,765634,3
817269,733788,3
809453,736879,3
757421,774445,3
818251,731938,3
788020,765562,3
823618,734216,3
812295,728049,3
837545,696979,3
797918,694723,3
822224,742716,3
821895,732158,3
797233,713358,3
800258,733812,3
813319,737376,3
852037,649724,3
825596,639465,3
871981,649086,3
746769,205186,4
756701,207223,4
860951,162251,4
860387,157731,4
857363,154639,4
863391,126214,4
839094,159543,4
849248,164090,4
875990,133950,4
905936,150106,4
895835,123485,4
818079,108536,4
898976,198452,4
869087,153957,4
849653,143827,4
834293,161575,4
844234,153197,4
835128,212354,4
828179,155649,4
875410,128878,4
850965,156224,4
800816,176612,4
832621,150748,4
876863,176593,4
826192,172906,4
862679,188399,4
839974,154358,4
854338,135067,4
855233,141357,4
850538,160159,4
868442,160118,4
888714,205560,4
864185,161232,4
851280,156049,4
875825,204959,4
840375,155757,4
892340,149050,4
873527,126426,4
836433,200181,4
826499,142732,4
854922,159650,4
883537,210648,4
807420,168787,4
840299,118907,4
834602,213597,4
864053,139325,4
856454,117143,4
857972,160214,4
850046,108829,4
804936,148980,4
864374,150149,4
858587,150101,4
870247,121460,4
855656,162100,4
850176,127908,4
850057,157848,4
828005,145089,4
861994,160156,4
849537,157510,4
867125,168762,4
838142,156770,4
847644,164348,4
856349,158150,4
860606,152843,4
869288,168662,4
838328,185708,4
860986,140320,4
829229,143653,4
866051,172932,4
871556,194747,4
865489,161762,4
851840,110475,4
846256,154064,4
836081,178429,4
859707,202806,4
849938,156042,4
894124,202052,4
864325,170593,4
848108,161786,4
817619,181929,4
858058,196183,4
861242,161722,4
885793,172115,4
850577,157049,4
877125,161227,4
883864,111281,4
891699,170415,4
802394,87835,4
862759,157988,4
824185,167369,4
813124,157130,4
840335,164912,4
858042,178196,4
846257,145306,4
858516,151301,4
851282,153750,4
905005,164126,4
857309,139276,4
845589,192916,4
895245,150977,4
863995,150435,4
862642,159379,4
861631,169376,4
858934,162874,4
912023,160368,4
842824,177832,4
824560,133679,4
842281,175525,4
860845,155375,4
841096,188742,4
821428,153468,4
840357,169437,4
827802,189078,4
844734,164570,4
847812,114745,4
887269,166179,4
830159,134329,4
850925,157811,4
847276,121785,4
870599,149782,4
780153,136449,4
814379,132655,4
834483,173379,4
852423,159874,4
854012,157449,4
883375,158482,4
850219,110573,4
836450,151205,4
881217,172320,4
813239,139752,4
871255,140340,4
789356,159383,4
873690,156226,4
858834,149259,4
778867,140736,4
872057,122354,4
882097,161493,4
787336,144875,4
849751,167033,4
843833,170416,4
850663,157840,4
812240,177846,4
838609,140215,4
850959,157920,4
859703,156782,4
854753,190254,4
895723,126593,4
857833,170565,4
850200,164752,4
845303,150476,4
877422,134877,4
850153,155701,4
819256,201704,4
871689,155981,4
818014,140185,4
815298,167390,4
864088,171351,4
902529,162041,4
908069,146564,4
799326,106384,4
854996,81095,4
843813,182032,4
888504,147016,4
877964,242679,4
851866,156896,4
821361,175823,4
810775,160434,4
843150,156573,4
844088,150085,4
830620,117906,4
835790,127898,4
819541,117296,4
858703,157931,4
857846,153281,4
876408,183646,4
842576,153072,4
848974,199427,4
862925,243856,4
856561,128799,4
834171,189042,4
872516,217570,4
869167,105039,4
819670,183364,4
846575,159002,4
895127,152283,4
830445,186055,4
792179,148539,4
852410,187705,4
853554,158012,4
927170,250593,4
825605,167750,4
846731,162515,4
878170,123364,4
884966,133900,4
866987,154415,4
846284,113820,4
873474,159567,4
878258,158631,4
882306,173836,4
856924,169071,4
794260,129843,4
851568,114049,4
868736,179354,4
925732,210388,4
868375,161990,4
855593,161003,4
849599,157084,4
868317,177001,4
800304,163436,4
823740,169808,4
856202,158811,4
883929,121705,4
851010,157593,4
872506,157517,4
850533,160136,4
816393,185056,4
850911,157772,4
812942,85345,4
835581,147664,4
913298,162009,4
858172,137586,4
872781,154295,4
871597,185239,4
923120,170161,4
837019,215527,4
835702,176502,4
837017,154170,4
859177,143273,4
866851,129505,4
855852,134834,4
924289,171369,4
860154,113364,4
836739,162321,4
850775,162968,4
884750,154317,4
849681,125345,4
854463,159977,4
883567,161769,4
848137,87922,4
823676,152154,4
848135,130674,4
844400,150812,4
864494,136669,4
878157,210496,4
851088,157432,4
786528,104976,4
860106,157080,4
861412,205239,4
820675,168154,4
834036,144156,4
842907,133992,4
846720,162060,4
871544,144135,4
849003,115373,4
856753,145184,4
839757,190518,4
865113,161302,4
846936,161313,4
845802,172285,4
844357,163402,4
881106,105566,4
877835,151890,4
839445,149778,4
866560,165110,4
845798,213118,4
818668,120458,4
831446,182864,4
900955,185733,4
836647,167267,4
874672,104851,4
849126,121710,4
889142,154467,4
855993,225023,4
854095,158510,4
850787,125678,4
859298,139834,4
829216,121494,4
837676,148639,4
851919,127963,4
841353,125628,4
848563,117708,4
893106,176595,4
852503,146551,4
848290,143184,4
825541,151495,4
883231,232031,4
864667,143614,4
805089,96540,4
854909,149938,4
847097,176660,4
910435,171155,4
878749,188759,4
871780,158486,4
841292,155620,4
846011,160034,4
855969,193497,4
860927,110775,4
808069,134402,4
848413,183717,4
791722,162000,4
852104,134678,4
806567,140259,4
847423,161535,4
867993,162841,4
828038,149181,4
849404,170474,4
841967,150890,4
850945,161669,4
888697,143969,4
813868,188928,4
864991,159874,4
881109,152198,4
811694,188374,4
900360,153622,4
885764,151791,4
814553,164190,4
895623,178393,4
829790,205695,4
865170,173755,4
850453,155432,4
864211,216526,4
848770,111076,4
791199,164843,4
834165,140684,4
843905,219401,4
857328,143692,4
838146,159541,4
340693,569371,5
315965,587160,5
405652,622938,5
359831,554975,5
349296,557688,5
289423,559134,5
408689,562521,5
321312,574721,5
286568,547471,5
370259,585265,5
339967,562602,5
410917,614521,5
283570,563726,5
347197,591316,5
342064,570045,5
317331,556086,5
335792,541310,5
330455,568758,5
366794,582584,5
378697,591764,5
339981,565418,5
338342,566864,5
338474,563350,5
432052,613723,5
340064,550509,5
334354,578047,5
296775,572432,5
353335,592567,5
334016,562797,5
328438,532686,5
365927,571713,5
343247,564376,5
325057,581121,5
330881,579058,5
378648,579579,5
339115,566863,5
333299,597586,5
367048,553451,5
345840,561591,5
366934,581294,5
358793,547046,5
393570,579641,5
304399,545221,5
353979,578923,5
337002,589527,5
327738,559624,5
334549,579199,5
297110,556485,5
327403,548875,5
413894,564459,5
326043,553772,5
337811,558454,5
333901,532836,5
340545,568654,5
358483,554925,5
318065,581616,5
367751,578289,5
331667,570387,5
321519,561045,5
299578,572052,5
339632,536577,5
339993,544064,5
268672,508874,5
332960,569308,5
345042,566973,5
352220,602793,5
333934,537464,5
312386,555195,5
334182,558498,5
335328,562880,5
303637,570253,5
353145,580916,5
325118,556212,5
294310,563522,5
371563,547746,5
373894,555347,5
407040,577739,5
337298,565486,5
357813,572855,5
304157,566007,5
335918,566525,5
330127,570072,5
339212,538693,5
357275,551101,5
334785,565575,5
326152,563230,5
345903,561314,5
331175,551842,5
352520,566829,5
341675,560197,5
354746,552404,5
412500,594675,5
277027,536847,5
322209,547247,5
375619,553791,5
288068,561932,5
344770,570309,5
284031,566654,5
324442,567881,5
356246,549756,5
404420,577532,5
336829,562228,5
293591,522132,5
342963,582232,5
338860,561151,5
324055,590810,5
328331,541094,5
357737,597104,5
392534,593343,5
298665,568245,5
343376,575709,5
338863,563107,5
361370,552483,5
338935,567577,5
350117,535859,5
371000,555062,5
368617,554066,5
331795,529654,5
344237,573700,5
280110,522025,5
328657,564864,5
452457,597461,5
333669,542228,5
320628,564596,5
316642,553340,5
340712,563178,5
349955,535578,5
261538,525920,5
411008,607342,5
317136,563479,5
297022,574097,5
319927,524637,5
359772,568428,5
344791,578536,5
324093,580491,5
373907,558472,5
321905,573147,5
341721,576427,5
386373,606623,5
338588,543875,5
341578,558672,5
371616,570648,5
331987,568997,5
341329,565571,5
334350,556417,5
330482,571217,5
338950,572545,5
289087,565427,5
343997,585193,5
365567,547606,5
320827,519618,5
286990,529505,5
321517,569562,5
388806,569524,5
411796,581307,5
331440,551885,5
325958,573367,5
348171,569251,5
344239,530765,5
419151,577335,5
321309,569996,5
386377,574187,5
342099,561508,5
366688,562413,5
321657,538660,5
403004,613466,5
363304,553764,5
384922,582877,5
304556,568584,5
336787,538925,5
327998,571265,5
303269,531608,5
313649,523765,5
337889,558031,5
360165,553303,5
