x,y,cat,,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
599808,596484,0,,599808,596484,801588,319814,386436,791388,873672,734440,824185,167369,341675,560197,141113,351050,680646,375662,237689,839510,346717,178180,140164,531093,484678,123623,383878,376230,877510,555087,675866,868784
605250,573272,0,,605250,573272,797400,315778,440667,768761,808153,737136,813124,157130,354746,552404,163796,345091,591831,438997,267799,847911,311819,140674,156003,502860,509554,186931,434815,388041,861193,573954,700098,894685
606738,601356,0,,606738,601356,823840,368410,438437,730300,755829,751858,840335,164912,412500,594675,160369,353500,550086,442382,207552,772091,332032,157725,67867,545392,480787,147737,368864,411216,840994,578455,683156,877209
611044,571814,0,,611044,571814,811391,343836,370839,727884,814697,729209,858042,178196,277027,536847,235671,300234,620330,396776,201567,881003,301983,173386,133780,533275,523036,123677,321050,422497,875640,561262,661357,801817
575440,568511,0,,575440,568511,801055,321833,422917,781112,832758,707452,846257,145306,322209,547247,140876,334435,551236,401856,265125,820661,321556,163352,116142,550919,508144,167733,383197,409869,876782,536438,789095,895634
616329,529516,0,,616329,529516,804038,306622,391555,789079,848264,762550,858516,151301,375619,553791,108232,373112,617178,414525,273165,852766,315830,102777,148510,579793,515450,173220,381340,409680,849501,552769,673332,857517
605927,572533,0,,605927,572533,803780,334441,402666,814060,799903,784535,851282,153750,288068,561932,192460,388323,584938,344365,290210,818593,312275,145173,179224,584189,489378,172861,415521,368125,866973,550375,627452,835854
609286,586782,0,,609286,586782,834173,386159,474368,812039,802674,727804,905005,164126,344770,570309,133744,308918,622636,456843,256487,868899,325861,203058,149906,546909,497406,125809,404288,349685,906382,534459,672059,860501
647354,579190,0,,647354,579190,802784,313853,406176,760860,828147,808738,857309,139276,284031,566654,216209,437830,649987,408293,271395,862063,360703,150999,29760,557873,514173,139330,367922,415238,822722,553764,665048,854911
606929,571420,0,,606929,571420,807293,347456,463768,793154,820707,705318,845589,192916,324442,567881,156945,339397,613719,382828,251958,886571,345976,148333,115287,602637,520809,176718,422056,382193,861656,545794,683580,872374
562920,559223,0,,562920,559223,817119,336333,446307,796523,824594,741664,895245,150977,356246,549756,199859,316334,576987,392508,249253,856047,320210,191459,206561,574789,499009,205823,407334,445969,856991,546255,668839,882598
680357,620811,0,,680357,620811,786635,269352,402309,786873,804474,747122,863995,150435,404420,577532,159496,331641,599766,409755,268289,878265,318665,158107,108651,521409,509773,148899,373917,427628,865081,551012,682510,905902
707100,601463,0,,707100,601463,824624,381716,413946,786971,823108,733302,862642,159379,336829,562228,167845,341409,584077,398498,295375,861990,264427,188193,115905,560139,505117,141877,422261,374345,895680,609341,671235,856653
604294,574368,0,,604294,574368,797415,319840,425053,790566,839514,728923,861631,169376,293591,522132,182435,365508,561388,355834,256316,818886,348177,179526,127373,549518,494698,176711,392728,411341,867801,548156,680228,843225
614917,600946,0,,614917,600946,800772,325023,416926,785113,827711,732798,858934,162874,342963,582232,133795,360518,691600,397893,246470,842932,265430,151883,141699,530028,501334,163002,336585,420977,846324,557586,662249,918050
611508,503220,0,,611508,503220,806626,318966,424023,737453,851644,721350,912023,160368,338860,561151,169628,365003,610676,449688,314666,849163,320718,158610,141641,557376,502500,176532,401730,354294,840059,534876,674961,865594
603789,574474,0,,603789,574474,800845,311838,417447,782955,816390,711340,842824,177832,324055,590810,167262,399527,600114,413216,298979,774144,380609,185976,111855,531542,546565,151576,401854,402867,860473,545982,679211,886670
551740,588768,0,,551740,588768,769386,259892,415672,787824,798007,723995,824560,133679,328331,541094,177728,352687,626811,372435,192885,887667,345234,188822,136580,553967,520878,209094,401330,395538,937823,540173,676220,858214
546031,570429,0,,546031,570429,797272,324228,416019,787562,790612,738038,842281,175525,357737,597104,130683,363204,636291,360636,227819,900986,362027,150348,137516,556818,486891,175164,393903,387227,886532,500026,567861,856582
569197,559307,0,,569197,559307,807409,325526,417515,787648,821909,728448,860845,155375,392534,593343,198197,344933,570384,393553,250003,859517,300294,178772,179793,483378,512241,169240,399188,402459,904133,534915,668228,858122
688712,568754,0,,688712,568754,795836,291870,459230,803720,865754,723314,841096,188742,298665,568245,197735,355477,626700,401688,249857,844975,315963,174031,105568,584102,569692,182365,389510,370897,880545,506175,682241,850176
604067,574091,0,,604067,574091,798321,319665,447833,819282,877711,703850,821428,153468,343376,575709,172020,342883,624106,398619,218369,851387,333787,189423,125840,520239,491382,122267,399858,403574,833499,504718,712262,856869
606809,572101,0,,606809,572101,805372,313397,418199,851439,792990,685472,840357,169437,338863,563107,185561,342784,523329,404632,252586,806474,337343,156614,117212,565692,457033,127590,343651,438750,854979,539793,671325,856592
588597,622592,0,,588597,622592,790738,308028,417393,771537,809917,762429,827802,189078,361370,552483,202011,337353,611954,360938,283017,850861,334812,137431,140717,554093,535453,200970,388743,388465,818739,545052,680592,858526
613840,534167,0,,613840,534167,800667,315995,441415,780207,789388,712210,844734,164570,338935,567577,157394,346500,613536,395801,228095,843338,347492,153416,139033,593287,436641,55171,398246,406245,838036,542999,683098,847245
576263,547239,0,,576263,547239,795205,316433,399634,751940,879221,655497,847812,114745,350117,535859,182050,424341,576488,397913,266980,825990,324518,167369,172882,571145,520845,176291,400727,396769,846216,528037,646816,829778
597077,568196,0,,597077,568196,809054,345541,373360,784232,876935,684572,887269,166179,371000,555062,129664,341196,652745,406585,241381,844402,353991,193997,104862,608089,496130,178113,399077,403968,850790,525740,675633,863416
601339,571609,0,,601339,571609,808452,320117,419227,779215,819439,735945,830159,134329,368617,554066,173188,355248,603193,371867,294053,878220,274321,219665,158366,537970,507473,227670,402071,427626,864040,538985,677551,860007
606011,569426,0,,606011,569426,779897,279572,434717,808225,807929,730950,850925,157811,331795,529654,182499,310438,610026,444858,253339,750941,335476,183897,138525,534268,507092,175151,405902,394724,869818,543227,683656,842406
593398,559764,0,,593398,559764,782642,275308,397669,792218,850451,764015,847276,121785,344237,573700,170384,339979,629725,405117,241413,845029,300021,159185,69565,599820,493714,173387,383992,398245,879309,561548,678195,860537
593166,622725,0,,593166,622725,797569,321799,412028,773494,811748,766105,870599,149782,280110,522025,182093,321311,648429,422590,294326,807584,384591,137729,94571,528963,528826,154067,372230,412488,860563,534839,700747,821557
609796,532982,0,,609796,532982,801751,318110,407504,803363,824765,761114,780153,136449,328657,564864,185696,338006,562772,382904,257856,846423,320000,162605,153185,562792,509951,176794,418086,394699,846082,541026,679054,898217
712648,607541,0,,712648,607541,787644,297715,365147,790525,848586,789052,814379,132655,452457,597461,102221,374657,638823,411764,248210,886338,268938,211870,147599,513563,505400,160422,400305,466024,860151,543055,676360,866112
585048,505097,0,,585048,505097,807401,314610,459328,805961,812231,739235,834483,173379,333669,542228,165881,364469,617764,397102,216846,737568,366146,196571,223226,546198,473316,162622,380458,329635,847292,559228,665308,868551
525967,565687,0,,525967,565687,800677,310656,429472,860855,873532,712802,852423,159874,320628,564596,164875,349007,579922,379009,244743,830888,356280,185198,143879,536650,489504,146224,338347,337961,838239,576018,665775,845662
660327,585901,0,,660327,585901,800394,301473,480128,785580,842590,716861,854012,157449,316642,553340,159120,340829,610698,396326,277055,860813,325767,164095,151099,518008,516888,152451,411171,426853,837307,548214,660459,860658
607604,573951,0,,607604,573951,795571,310093,344915,702496,832798,734777,883375,158482,340712,563178,168274,374689,642607,374702,279923,805957,350480,214608,109317,531425,505128,175022,392447,408539,853093,586321,670119,859029
604001,573587,0,,604001,573587,814158,335578,410969,770451,817640,730018,850219,110573,349955,535578,178495,373915,621629,397208,235041,823732,314791,163370,127202,525948,520819,181586,375233,399429,884326,479802,672068,874862
591484,571087,0,,591484,571087,811913,325091,407460,791404,824322,744720,836450,151205,261538,525920,179811,342089,659321,404555,238524,842928,302582,134124,137740,618961,506812,167031,385338,440797,838978,622330,644301,925034
613868,585089,0,,613868,585089,806982,316680,420476,750495,777697,798253,881217,172320,411008,607342,162606,363185,576235,462612,246453,883061,328851,147002,138734,557713,495032,203929,397764,406712,842903,567914,704574,866263
645464,660478,0,,645464,660478,775604,274485,397747,792207,868493,677155,813239,139752,317136,563479,173908,362098,598628,425191,260590,827955,347039,195468,109912,565003,508789,174256,414290,393146,832490,450680,665660,828338
538571,654649,0,,538571,654649,800133,327081,408428,771823,805658,698630,871255,140340,297022,574097,133580,348602,623502,420376,274554,845338,289531,145743,158060,525533,502302,210265,394846,407130,844948,563321,680579,836946
555429,604551,0,,555429,604551,806511,313841,397806,749559,840349,790707,789356,159383,319927,524637,190634,357254,665965,449273,245254,907991,343018,239960,134449,557556,511106,122518,402252,414628,859577,544625,682053,853410
597620,586226,0,,597620,586226,803796,314893,426040,825049,796953,726378,873690,156226,359772,568428,186503,369651,608923,385575,299821,866288,271123,163465,121650,599844,486997,164803,332913,385678,908409,591215,672544,859978
586097,567445,0,,586097,567445,802012,318315,407565,766203,832589,782799,858834,149259,344791,578536,127134,379827,611579,407670,261120,804153,326959,154655,188992,563992,535787,199735,396517,394572,819843,570485,713088,880834
545235,539822,0,,545235,539822,826789,377676,414317,828815,817441,709397,778867,140736,324093,580491,169145,355279,617573,386848,246729,879602,332307,189590,207218,589497,540364,163758,388479,343648,875625,599766,680969,838864
649088,575733,0,,649088,575733,814108,344096,410610,765111,856029,730586,872057,122354,373907,558472,140121,346875,589862,418742,240308,844341,310529,141617,179830,547383,496006,191010,405569,411933,887780,536497,674151,853540
599123,616977,0,,599123,616977,804354,309671,412388,784064,805089,762512,882097,161493,321905,573147,141860,324304,653325,396810,220620,819091,380281,205779,152331,529689,497454,172375,444816,409502,884613,507507,664903,839150
563763,559454,0,,563763,559454,807017,330432,406337,750353,854628,773470,787336,144875,341721,576427,200251,306215,605073,372055,268926,813783,411606,137378,112184,530469,488330,173837,393659,439272,849858,524682,641902,755287
617717,613939,0,,617717,613939,803774,334756,422419,754048,846090,651306,849751,167033,386373,606623,174373,363552,623137,408209,234219,845270,348191,165419,166904,503121,547076,156969,415222,434798,846741,539481,683610,910782
